StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,Q_RecaptchaScore,Gender,Gender-Other,AgeGroup,Ethnicity,Ethnicity-Other,Education,Employed,PoliticalBelief,ChronicPain,OpiodsDeathsIncreasing,AssignmentGroup,MC_DesireToLearn,MC_PortrayedHarm,MC_MisInfo,MC_Addictive,RandomId,IPAddress,Postal Code,City,Region,Country,CountryCode,CurrentDate,MC_Legal
11/28/2020 11:09,11/28/2020 11:17,100,490,TRUE,11/28/2020 11:17,R_AzDXJxQOhx7vuql,40.61289978,-74.41600037,0.9,Male,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Strongly agree,Placebo,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,20237,88-8b-d4-3d-a0-d-86-c3-2b-f4-7f-c9-1c-b4-ef-95,7062,Plainfield,NJ,United States,US,2020-11-28T11:17:24-07:00,Legal
11/28/2020 11:07,11/28/2020 11:17,100,595,TRUE,11/28/2020 11:17,R_24NaExKk4IimySH,32.38949585,-89.95619965,0.9,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,No,Conservative,1,Strongly agree,Placebo,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,93757,7c-54-91-88-e3-ea-c-33-43-5c-f5-9c-a9-41-7b-18,39073,Florence,MS,United States,US,2020-11-28T11:17:28-07:00,Legal
11/28/2020 11:07,11/28/2020 11:17,100,613,TRUE,11/28/2020 11:17,R_1ogRu3fMmCL1TKn,44.50340271,-87.98130035,0.9,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Strongly agree,Treatment,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,96692,cd-43-b3-fa-94-4e-f6-59-43-3f-6-28-33-24-d7-f2,54302,Green Bay,WI,United States,US,2020-11-28T11:17:52-07:00,Legal
11/28/2020 11:06,11/28/2020 11:18,100,688,TRUE,11/28/2020 11:18,R_OQpNlbzNm6QXTRn,44.16600037,-87.58319855,0.9,Male,,55 and Older,White/Caucasian,,Some college,No,Ind./Other,1,Neither agree nor disagree,Treatment,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,23626,36-3e-58-6-66-7-ec-7c-dc-67-a9-4b-72-24-f6-79,54241,Two Rivers,WI,United States,US,2020-11-28T11:18:16-07:00,Legal
11/28/2020 11:08,11/28/2020 11:18,100,562,TRUE,11/28/2020 11:18,R_22RZfMlW5038qiC,36.03219604,-79.8588028,0.9,Male,,55 and Older,White/Caucasian,,Some college,No,Liberal,1,Somewhat agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,47978,b8-6-be-b0-bc-9e-c8-71-c0-a3-9e-7d-44-70-50-f,27407,Greensboro,NC,United States,US,2020-11-28T11:18:19-07:00,Illegal
11/28/2020 11:05,11/28/2020 11:19,100,839,TRUE,11/28/2020 11:19,R_27Nf5YPckixlcO9,35.18730164,-79.47299957,0.9,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,No,Liberal,1,Strongly agree,Placebo,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,89991,92-71-97-21-71-67-b9-9a-dd-a4-f2-3e-44-d1-4b-59,28374,Pinehurst,NC,United States,US,2020-11-28T11:19:10-07:00,Illegal
11/28/2020 11:07,11/28/2020 11:19,100,684,TRUE,11/28/2020 11:19,R_2wuChWTQum4jzQP,40.07319641,-82.40170288,0.9,Female,,55 and Older,White/Caucasian,,Some college,Yes,Ind./Other,1,Somewhat agree,Placebo,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,41618,62-f6-b5-58-16-79-9e-a0-15-75-7-cc-6-e0-b9-19,43055,Newark,OH,United States,US,2020-11-28T11:19:19-07:00,Legal
11/28/2020 11:06,11/28/2020 11:25,100,1118,TRUE,11/28/2020 11:25,R_3QKrHxVnEgcqiqD,41.33259583,-85.71029663,0.9,Female,,55 and Older,White/Caucasian,,High school,No,Liberal,1,Strongly agree,Placebo,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,25012,89-3b-1a-d0-9b-cc-2c-d-2-30-9-21-17-40-81-a3,46725,Columbia City,IN,United States,US,2020-11-28T11:25:04-07:00,Legal
11/28/2020 11:07,11/28/2020 11:28,100,1269,TRUE,11/28/2020 11:28,R_2qDkDKgRvYiqUQu,34.05439758,-118.2440033,0.9,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Placebo,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,59174,b2-f5-4f-40-18-a2-55-a9-95-ad-10-ba-8d-b2-8e-e9,90009,Los Angeles,CA,United States,US,2020-11-28T11:28:38-07:00,Legal
11/28/2020 11:04,11/28/2020 11:29,100,1470,TRUE,11/28/2020 11:29,R_2v7gVfpHeFz4Obj,34.05439758,-118.2440033,0.9,Female,,55 and Older,White/Caucasian,,Some college,Yes,Conservative,1,Strongly agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,17079,b1-6c-7e-79-d8-58-7c-c-6c-b4-af-4c-a1-b7-f3-48,90009,Los Angeles,CA,United States,US,2020-11-28T11:29:03-07:00,Legal
11/28/2020 11:02,11/28/2020 11:31,100,1691,TRUE,11/28/2020 11:31,R_1FQlCn6H4BdzIoQ,40.79570007,-77.86180115,0.9,Male,,55 and Older,White/Caucasian,,High school,Yes,Ind./Other,0,Strongly agree,Placebo,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,84968,ed-23-e6-cd-21-5d-6f-14-e5-95-44-cc-f-66-a2-33,16801,State College,PA,United States,US,2020-11-28T11:31:02-07:00,Legal
11/28/2020 11:22,11/28/2020 11:33,100,667,TRUE,11/28/2020 11:33,R_3D7IX5UVXhx8O4E,32.71040344,-117.0527954,0.9,Male,,55 and Older,White/Caucasian,,Some college,Yes,Liberal,0,Strongly agree,Treatment,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,75699,41-dc-aa-ed-35-e0-7f-5c-49-39-75-35-7f-58-a2-a2,92114,San Diego,CA,United States,US,2020-11-28T11:33:39-07:00,Legal
11/28/2020 11:22,11/28/2020 11:33,100,652,TRUE,11/28/2020 11:33,R_1FFaIqiyjjSxw9f,26.65429688,-80.12560272,0.9,Female,,55 and Older,White/Caucasian,,High school,No,Liberal,0,Strongly agree,Placebo,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,88668,83-9f-b-9f-8b-10-8d-2e-d8-74-c3-d9-a6-5c-bf-f0,33463,Lake Worth,FL,United States,US,2020-11-28T11:33:40-07:00,Legal
11/28/2020 11:27,11/28/2020 11:36,100,581,TRUE,11/28/2020 11:36,R_cUtgkNwP623iVd7,35.92430115,-83.99649811,0.9,Male,,55 and Older,White/Caucasian,,High school,Yes,Ind./Other,0,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,73567,65-cd-54-e-12-27-42-92-ec-40-d1-28-29-4b-4d-e0,37919,Knoxville,TN,United States,US,2020-11-28T11:36:52-07:00,Illegal
11/28/2020 11:07,11/28/2020 11:39,100,1923,TRUE,11/28/2020 11:39,R_eyppITpYc3I03ct,33.35549927,-86.82740021,0.7,Male,,55 and Older,Hispanic/Latino,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,74306,79-14-e2-30-29-d-a-9a-eb-7-3f-a8-56-f1-33-e1,35244,Birmingham,AL,United States,US,2020-11-28T11:39:05-07:00,Legal
11/28/2020 11:28,11/28/2020 11:42,100,855,TRUE,11/28/2020 11:42,R_3QXWKJDCsopmNUo,34.05439758,-118.2440033,0.9,Male,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,57495,9e-b9-47-92-c9-5e-be-74-26-52-95-b4-80-d2-5f-1f,90009,Los Angeles,CA,United States,US,2020-11-28T11:42:17-07:00,Legal
11/28/2020 11:37,11/28/2020 11:47,100,550,TRUE,11/28/2020 11:47,R_2rMmgiNJvI2t5wt,40.9571991,-74.16040039,0.7,Female,,55 and Older,White/Caucasian,,High school,Yes,Liberal,1,Somewhat agree,Placebo,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,14567,9e-e1-7d-67-ee-a9-81-cb-8d-b4-db-d0-58-8-c8-2d,7506,Hawthorne,NJ,United States,US,2020-11-28T11:47:03-07:00,Legal
11/28/2020 11:41,11/28/2020 11:47,100,396,TRUE,11/28/2020 11:47,R_3dSQ0uNEPtX0FeF,27.96000671,-82.46140289,0.9,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Strongly agree,Placebo,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,74101,be-fb-6f-df-c0-bd-9b-37-d8-16-87-cc-69-53-e-9e,33602,Tampa,FL,United States,US,2020-11-28T11:47:58-07:00,Legal
11/28/2020 11:37,11/28/2020 11:48,100,622,TRUE,11/28/2020 11:48,R_2rpvhyhnr5q6Ze5,33.47929382,-112.3121033,0.9,Female,,55 and Older,Asian,,Some college,Yes,Liberal,1,Strongly agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,43832,ea-66-4-86-2a-4f-47-3-cf-59-2-86-df-fe-5e-5,85392,Avondale,AZ,United States,US,2020-11-28T11:48:19-07:00,Legal
11/28/2020 11:38,11/28/2020 11:49,100,666,TRUE,11/28/2020 11:49,R_Y3lxj8PRgaPnDpf,29.02470398,-80.95839691,0.9,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Strongly agree,Placebo,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,74370,f0-f9-53-79-f3-ff-62-8c-ae-97-1a-0-1a-f2-84-3e,32141,Edgewater,FL,United States,US,2020-11-28T11:49:48-07:00,Legal
11/28/2020 11:43,11/28/2020 11:52,100,508,TRUE,11/28/2020 11:52,R_3PoSZTvXx3hXGC1,37.75100708,-97.8219986,0.5,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,No,Conservative,1,Somewhat agree,Treatment,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,39140,59-f4-98-69-42-38-74-bb-b5-6a-a3-b8-e-a6-57-d7,,,KS,United States,US,2020-11-28T11:52:19-07:00,Illegal
11/28/2020 11:20,11/28/2020 11:56,100,2126,TRUE,11/28/2020 11:56,R_yUSdrUwJdSE0ECt,34.05439758,-118.2440033,0.9,Female,,55 and Older,White/Caucasian,,Some college,Yes,Conservative,1,Strongly agree,Placebo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,33794,98-8f-78-3-f9-41-d8-88-b0-b7-84-fd-3d-6e-30-53,90009,Los Angeles,CA,United States,US,2020-11-28T11:56:10-07:00,Legal
11/28/2020 11:12,11/28/2020 12:13,100,3695,TRUE,11/28/2020 12:13,R_3khcIbUliD7QAQY,33.62620544,-112.0074005,0.9,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Somewhat agree,Treatment,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,46728,6e-fe-12-de-1-1-98-33-1b-eb-ad-5e-9-93-23-41,85032,Phoenix,AZ,United States,US,2020-11-28T12:13:45-07:00,Legal
11/28/2020 12:27,11/28/2020 12:40,100,773,TRUE,11/28/2020 12:40,R_1CEGVKUl8Gfcp8U,43.63389587,-116.2942047,0.7,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,No,Ind./Other,1,Strongly agree,Placebo,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,92154,13-cd-b-e9-ac-e6-9e-f6-9b-e0-28-51-32-40-c0-6,83705,Boise,ID,United States,US,2020-11-28T12:40:19-07:00,Illegal
11/28/2020 12:34,11/28/2020 12:45,100,622,TRUE,11/28/2020 12:45,R_1n8ugmNSBQg4T8p,36.3125,-82.3769989,0.9,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Ind./Other,1,Somewhat agree,Treatment,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,20714,95-d8-b3-e7-20-2b-cd-3d-5e-9-b9-6f-9f-38-58-5e,37604,Johnson City,TN,United States,US,2020-11-28T12:45:18-07:00,Illegal
11/28/2020 11:00,11/28/2020 11:10,,600,FALSE,11/28/2020 11:10,FS_1LMvBCj45gXkbsN,,,0.5,Female,,25-35,White/Caucasian,,Some college,Yes,Ind./Other,1,Strongly agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,92469,ce-be-32-30-e1-1d-29-d3-e-63-9e-e9-c0-f3-61-c,,,TN,United States,US,11/28/2020 11:10,Illegal
11/28/2020 11:01,11/28/2020 11:12,,660,FALSE,11/28/2020 11:12,FS_3L5XlgEFrORu5Ye,,,0.5,Female,,25-35,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Placebo,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,10554,49-7b-ce-f8-65-4f-b8-c9-8c-b7-a5-e-19-69-a4-e0,,,DE,United States,US,11/28/2020 11:12,Legal
11/28/2020 11:03,11/28/2020 11:11,,480,FALSE,11/28/2020 11:11,FS_3iUsdJ6Vn37wVQk,,,0.5,Male,,25-35,White/Caucasian,,High school,Yes,Ind./Other,1,Somewhat agree,Treatment,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,93352,ef-69-9b-4f-ec-5f-5c-18-4-7-52-6a-3e-86-29-c3,,,NJ,United States,US,11/28/2020 11:11,Legal
11/28/2020 11:33,11/28/2020 11:47,,840,FALSE,11/28/2020 11:47,FS_12SwXTg0fACDdaq,,,0.5,Female,,25-35,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,67496,e6-5a-62-bc-8d-ee-ce-d8-3a-26-53-35-ea-7-fe-a1,,,CA,United States,US,11/28/2020 11:47,Legal
11/28/2020 12:01,11/28/2020 12:08,,420,FALSE,11/28/2020 12:08,FS_1mJzv5Gf2TRKh13,,,0.5,Male,,25-35,Black or African Am.,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Placebo,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,83344,73-d7-3d-29-20-19-12-97-f-34-9d-ca-b5-d5-71-2c,,,GA,United States,US,11/28/2020 12:08,Legal
11/28/2020 12:08,11/28/2020 12:25,,1020,FALSE,11/28/2020 12:25,FS_2ts57ljxE2r0tZ1,,,0.5,Female,,25-35,Black or African Am.,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Placebo,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,34506,7e-3d-2c-17-70-cb-41-bb-83-71-73-e7-12-29-3b-bb,,,GA,United States,US,11/28/2020 12:25,Legal
11/28/2020 11:01,11/28/2020 11:10,,540,FALSE,11/28/2020 11:10,FS_2EtyIQgbyYkfEYK,,,0.5,Female,,35-45,White/Caucasian,,Some college,Yes,Liberal,1,Somewhat agree,Placebo,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,65671,32-d4-5a-d8-96-d1-7e-87-a0-ae-43-1b-5b-f9-2e-9e,,,MI,United States,US,11/28/2020 11:10,Legal
11/28/2020 11:06,11/28/2020 11:12,,360,FALSE,11/28/2020 11:12,FS_2455kKvpPWgZ2q5,,,0.5,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Somewhat agree,Treatment,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,26430,2e-9d-92-74-24-8d-2-d-42-f7-54-6d-e2-22-8f-7b,,,ND,United States,US,11/28/2020 11:12,Legal
11/28/2020 11:06,11/28/2020 11:26,,1200,FALSE,11/28/2020 11:26,FS_0IELjjNtCsgBJTj,,,0.5,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,42537,ad-86-7d-cc-73-80-56-b1-fc-f0-a8-1d-74-cc-e5-7,,,India,India,India,11/28/2020 11:26,
11/28/2020 11:09,11/28/2020 11:20,,660,FALSE,11/28/2020 11:20,FS_eKas9XkDTsjSNih,,,0.5,Male,,35-45,White/Caucasian,,Some college,Yes,Liberal,1,Strongly agree,Treatment,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,55706,9f-f3-a2-e4-1a-b-fa-c3-53-70-25-7a-e1-1-d6-d4,,,MO,United States,US,11/28/2020 11:20,Legal
11/28/2020 11:03,11/28/2020 11:14,,660,FALSE,11/28/2020 11:14,FS_2sTgU3RDfLRrhUs,,,0.5,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,95038,90-c1-9a-9b-31-8f-a1-eb-30-8a-ab-59-cb-c6-97-71,,,NJ,United States,US,11/28/2020 11:14,Legal
11/28/2020 11:03,11/28/2020 11:15,,600,FALSE,11/28/2020 11:15,FS_2XhQfUWO52KMgXw,,,0.5,Male,,45-55,White/Caucasian,,Some college,No,Ind./Other,1,Somewhat agree,Placebo,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,24761,44-15-6-b0-c0-10-8f-34-d8-b7-6-a3-2b-be-a9-ce,,,CA,United States,US,11/28/2020 11:15,Legal
11/28/2020 11:04,11/28/2020 11:14,,600,FALSE,11/28/2020 11:14,FS_a2AhO6qPvNBO6el,,,0.5,Female,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,13855,fb-83-68-36-a0-3a-a-70-a8-10-8-93-6c-d5-c3-5b,,,AR,United States,US,11/28/2020 11:14,Legal
11/28/2020 11:04,11/28/2020 12:03,,3540,FALSE,11/28/2020 12:03,FS_24laJ4MJlVWS4tG,,,0.5,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Ind./Other,0,Strongly agree,Treatment,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,49979,36-d7-73-61-7f-58-f3-d7-45-77-42-af-aa-4a-89-c3,,,OH,United States,US,11/28/2020 12:03,Legal
11/28/2020 11:04,11/28/2020 11:19,,900,FALSE,11/28/2020 11:19,FS_3FPxu6NVOlu4PMY,,,0.5,Male,,45-55,Black or African Am.,,>=Bachelor's degree,Yes,Conservative,0,Strongly agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,41834,5-d2-d6-ee-37-a9-54-96-16-27-c1-fc-f5-69-1a-c4,,,AZ,United States,US,11/28/2020 11:19,Legal
11/28/2020 11:04,11/28/2020 11:15,,660,FALSE,11/28/2020 11:15,FS_PMMujUMwQifMy77,,,0.5,Female,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Somewhat agree,Treatment,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,59133,99-da-a3-34-bb-1a-54-76-e-e-1f-72-e7-86-ff-b5,,,OK,United States,US,11/28/2020 11:15,Legal
11/28/2020 11:07,11/28/2020 11:16,,540,FALSE,11/28/2020 11:16,FS_DPsgRFyeVgH1Qbf,,,0.5,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,87852,70-f7-45-d5-65-f-a5-a5-ac-77-d2-6-a8-f4-8-fd,,,NJ,United States,US,11/28/2020 11:16,Legal
11/28/2020 11:13,11/28/2020 11:27,,840,FALSE,11/28/2020 11:27,FS_3G3THJdYzjhpLax,,,0.5,Female,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,65322,80-bc-22-2e-b4-54-41-b0-4-e1-d0-13-6c-1f-28-7c,,,LA,United States,US,11/28/2020 11:27,Legal
11/28/2020 11:03,11/28/2020 11:27,,1440,FALSE,11/28/2020 11:27,FS_2w5go6whqB87eUu,,,0.5,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,16642,d0-f9-d5-57-ce-bd-c3-fa-c7-bf-61-cb-26-b3-eb-82,,,TX,United States,US,11/28/2020 11:27,Legal
11/28/2020 11:06,11/28/2020 11:17,,660,FALSE,11/28/2020 11:17,FS_3hDtOhmeP9CpzM9,,,0.5,Female,,55 and Older,White/Caucasian,,Some college,Yes,Conservative,1,Strongly agree,Treatment,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,64607,1e-89-2b-6d-fd-a-66-5a-5c-c8-fd-29-8c-9b-2e-dd,,,GA,United States,US,11/28/2020 11:17,Legal
11/28/2020 11:09,11/28/2020 11:15,,360,FALSE,11/28/2020 11:15,FS_1IKHPvLU64nchz2,,,0.5,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,38690,e9-af-af-79-3f-18-b-e7-be-6c-b2-12-fb-ab-ba-b4,,,OR,United States,US,11/28/2020 11:15,Legal
11/28/2020 11:18,11/28/2020 11:27,,540,FALSE,11/28/2020 11:27,FS_3g0pq3yNMWclObm,,,0.5,Male,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,30908,42-15-15-73-bf-6-d0-de-37-d1-db-e4-af-a5-59-bb,,,GA,United States,US,11/28/2020 11:27,Legal
11/28/2020 11:19,11/28/2020 11:30,,660,FALSE,11/28/2020 11:30,FS_ezzaqDq7Q40j6sF,,,0.5,Male,,55 and Older,White/Caucasian,,Some college,No,Conservative,1,Strongly agree,Placebo,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,39218,13-cd-b-e9-ac-e6-9e-f6-9b-e0-28-51-32-40-c0-6,,,ID,United States,US,11/28/2020 11:30,Illegal
11/28/2020 11:46,11/28/2020 12:22,,2160,FALSE,11/28/2020 12:22,FS_p9Okw7dzLVTEz2p,,,0.5,Female,,55 and Older,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,0,Somewhat agree,Treatment,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,86580,7e-30-14-1c-25-5d-83-8-3b-2-24-69-58-b2-91-cc,,,FL,United States,US,11/28/2020 12:22,Legal
